Title,Title,Category,Price,Instructor,Rating,Learners,Duration_Hours,Difficulty
Online Course,Coursera,data-modeling-prediction-r,Free / Paid,Google Cloud,4.7,435678,17,Intermediate
"Data Modeling, Transformation, and Serving",Coursera,data-modeling-transformation-serving,Free / Paid,Google Cloud,4.539325843,89,17,Intermediate
Online Course,Coursera,data-oriented-scientific-programming,Free / Paid,DeepLearning.AI,4.7,108344,38,Advanced
Pattern Discovery in Data Mining,Coursera,data-patterns,Free / Paid,Jose Portilla,4.266871166,326,43,Advanced
Online Course,Coursera,data-pipelines-tensorflow,Free / Paid,Andrew Ng,4.9,265581,14,Intermediate
Online Course,Coursera,data-prep-for-machine-learning-python,Free / Paid,Jose Portilla,4.8,206360,8,Beginner
Prepare Data for Exploration,Coursera,data-preparation,Free / Paid,IBM Team,4.772430882,23004,47,Advanced
Data Preparation and Evaluation with Copilot,Coursera,data-preparation-and-evaluation-with-copilot,Free / Paid,Industry Expert,4.823529412,17,59,Advanced
Data Preparation and Management,Coursera,data-preparation-and-management,Free / Paid,Microsoft Learn,4.952380952,21,30,Intermediate
Online Course,Coursera,data-preparation-japanese,Free / Paid,Jose Portilla,4.1,441062,24,Intermediate
Online Course,Coursera,data-preparation-korean,Free / Paid,Google Cloud,4.1,199149,19,Intermediate
Online Course,Coursera,data-privacy-and-protection,Free / Paid,IBM Team,4.7,220010,21,Intermediate
Data Privacy and Protection Standards,Coursera,data-privacy-and-protection-standards,Free / Paid,Google Cloud,4.8,35,12,Intermediate
"Data Privacy, Security, Governance, Risk and Compliance",Coursera,data-privacy-security-governance-risk-and-compliance,Free / Paid,Meta AI,4.416666667,36,34,Advanced
Online Course,Coursera,data-processing-and-manipulation,Free / Paid,University Faculty,4,468142,14,Intermediate
Data Processing and Optimization with Generative AI,Coursera,data-processing-and-optimization-with-generative-ai,Free / Paid,Google Cloud,3.615384615,26,41,Advanced
Data Processing with Azure,Coursera,data-processing-with-azure,Free / Paid,University Faculty,3.686567164,67,12,Intermediate
Developing Data Products,Coursera,data-products,Free / Paid,DeepLearning.AI,4.574778761,2260,25,Intermediate
Data and Health Indicators in Public Health Practice,Coursera,data-public-health,Free / Paid,IBM Team,4.695191524,1227,18,Intermediate
Communicating Data Science Results,Coursera,data-results,Free / Paid,University Faculty,3.443661972,142,23,Intermediate
Online Course,Coursera,data-science-2-tus-primeros-pasos-con-python,Free / Paid,Google Cloud,4.2,499315,10,Beginner
Online Course,Coursera,data-science-agile-decision-making,Free / Paid,Industry Expert,4.5,161817,12,Intermediate
Online Course,Coursera,data-science-and-machine-learning,Free / Paid,DeepLearning.AI,4.4,34316,20,Intermediate
Online Course,Coursera,data-science-and-machine-learning-h2oai-platforms,Free / Paid,IBM Team,3.6,222789,25,Intermediate
Introduction to Data Science and scikit-learn in Python,Coursera,data-science-and-scikit-learn-in-python,Free / Paid,Jose Portilla,3.673076923,52,6,Beginner
Online Course,Coursera,data-science-as-a-field,Free / Paid,IBM Team,4.8,389032,33,Advanced
Data Science Companion,Coursera,data-science-companion-matlab,Free / Paid,Meta AI,4.923076923,13,9,Beginner
Online Course,Coursera,data-science-course,Free / Paid,DeepLearning.AI,4.7,119298,18,Intermediate
Online Course,Coursera,data-science-course-de,Free / Paid,Jose Portilla,4.3,87027,36,Advanced
Online Course,Coursera,data-science-course-fr,Free / Paid,Google Cloud,3.6,281069,54,Advanced
Online Course,Coursera,data-science-data-storytelling-and-presentation-skills,Free / Paid,IBM Team,4.7,462616,18,Intermediate
Online Course,Coursera,data-science-decisions-in-time-using-causal-information,Free / Paid,Jose Portilla,3.9,312528,40,Advanced
Online Course,Coursera,data-science-decisions-in-time-using-data-effectively,Free / Paid,DeepLearning.AI,3.9,194597,50,Advanced
Online Course,Coursera,data-science-decisions-over-time-sequential-hypothesis-testing,Free / Paid,Microsoft Learn,4.7,148916,18,Intermediate
Online Course,Coursera,data-science-ethical-decision-making-in-practice,Free / Paid,Google Cloud,3.5,168559,53,Advanced
Data Science Ethics,Coursera,data-science-ethics,Free / Paid,Andrew Ng,4.710077519,1290,21,Intermediate
Online Course,Coursera,data-science-ethics-r,Free / Paid,Andrew Ng,3.9,136384,10,Beginner
Data Science for Business Innovation,Coursera,data-science-for-business-innovation,Free / Paid,Andrew Ng,4.328413284,271,52,Advanced
Online Course,Coursera,data-science-for-professionals,Free / Paid,DeepLearning.AI,4.6,387145,27,Intermediate
Online Course,Coursera,data-science-foundations-with-no-code-tools,Free / Paid,Microsoft Learn,4.1,90438,8,Beginner
Data Science with Real World Data in Pharma,Coursera,data-science-in-rwd-analysis,Free / Paid,University Faculty,4.818181818,11,34,Advanced
Data Science & Inteligencia Artificial aplicados a negocios,Coursera,data-science-inteligencia-artificial-aplicados-a-negocios,Free / Paid,University Faculty,4.434782609,23,25,Intermediate
Foundations of Data Science: K-Means Clustering in Python,Coursera,data-science-k-means-clustering-python,Free / Paid,Meta AI,4.603542234,734,13,Intermediate
Data Science Methodology,Coursera,data-science-methodology,Free / Paid,University Faculty,4.613198115,21003,14,Intermediate
Online Course,Coursera,data-science-patient-centered-research-in-pharma-industry,Free / Paid,Industry Expert,3.6,99806,16,Intermediate
Online Course,Coursera,data-science-perspectives-on-pandemic-management,Free / Paid,DeepLearning.AI,4.2,241930,47,Advanced
Online Course,Coursera,data-science-plan-projects-research-reflect,Free / Paid,Jose Portilla,4.7,324517,9,Beginner
The Data Science Profession â Student View,Coursera,data-science-profession-student-view,Free / Paid,Meta AI,4.636363636,77,14,Intermediate
Online Course,Coursera,data-science-project,Free / Paid,Industry Expert,3.9,173531,47,Advanced
Data Science Project Capstone: Predicting Bicycle Rental,Coursera,data-science-project-capstone-predicting-bicycle-rental,Free / Paid,Andrew Ng,4.473684211,19,33,Advanced
Online Course,Coursera,data-science-with-python-analyze-visualize,Free / Paid,Jose Portilla,4.9,61624,20,Intermediate
Data Science with R - Capstone Project,Coursera,data-science-with-r-capstone-project,Free / Paid,Google Cloud,4.632075472,106,26,Intermediate
The Data Scientistâs Toolbox,Coursera,data-scientists-tools,Free / Paid,Microsoft Learn,4.590084537,34068,16,Intermediate
Online Course,Coursera,data-scientists-tools-ar,Free / Paid,Microsoft Learn,4.9,335478,29,Intermediate
Online Course,Coursera,data-scientists-tools-de,Free / Paid,Industry Expert,4.4,30438,59,Advanced
Online Course,Coursera,data-scientists-tools-ko,Free / Paid,Microsoft Learn,3.9,139675,44,Advanced
Data Security,Coursera,data-security,Free / Paid,Jose Portilla,4.841269841,63,31,Advanced
"Data, Security, and Privacy",Coursera,data-security-privacy,Free / Paid,Andrew Ng,4.48,50,54,Advanced
Online Course,Coursera,data-sets,Free / Paid,Jose Portilla,4.1,358138,18,Intermediate
Data Storage and Queries,Coursera,data-storage-and-queries,Free / Paid,University Faculty,4.714285714,77,59,Advanced
Data Storage in Microsoft Azure for Associate Developers,Coursera,data-storage-microsoft-azure-developers,Free / Paid,University Faculty,4.571428571,35,48,Advanced
Online Course,Coursera,data-storytelling,Free / Paid,IBM Team,4.2,117196,18,Intermediate
Online Course,Coursera,data-storytelling-create-insights-with-power-bi--tableau,Free / Paid,Google Cloud,3.9,433362,21,Intermediate
Online Course,Coursera,data-storytelling-for-engaging-presentations,Free / Paid,DeepLearning.AI,4.2,183074,40,Advanced
Online Course,Coursera,data-storytelling-for-investors-and-financial-advisors,Free / Paid,Google Cloud,4.9,354499,49,Advanced
Data Storytelling,Coursera,data-storytelling-fractal,Free / Paid,Jose Portilla,4.540229885,174,31,Advanced
Online Course,Coursera,data-storytelling-ko,Free / Paid,University Faculty,4.3,351361,31,Advanced
Online Course,Coursera,data-storytelling-with-power-bi,Free / Paid,Microsoft Learn,3.8,466456,19,Intermediate
Online Course,Coursera,data-streaming-and-nlp-with-pyspark,Free / Paid,University Faculty,3.5,202677,28,Intermediate
Online Course,Coursera,data-structures,Free / Paid,IBM Team,4.2,263175,17,Intermediate
Online Course,Coursera,data-structures--algos-software-development-skills,Free / Paid,Meta AI,4,6602,57,Advanced
Data Structures & Backend with Java,Coursera,data-structures--backend-with-java,Free / Paid,University Faculty,4.28,150,41,Advanced
Data Structures and Algorithms (I),Coursera,data-structures-algorithms-1,Free / Paid,DeepLearning.AI,3.090909091,33,20,Intermediate
Online Course,Coursera,data-structures-algorithms-2,Free / Paid,DeepLearning.AI,3.9,351644,53,Advanced
Online Course,Coursera,data-structures-algorithms-3,Free / Paid,IBM Team,4.2,271699,28,Intermediate
Online Course,Coursera,data-structures-algorithms-4,Free / Paid,University Faculty,4.4,437634,21,Intermediate
Online Course,Coursera,data-structures-design-patterns,Free / Paid,Microsoft Learn,4.2,237402,11,Intermediate
Online Course,Coursera,data-structures-for-designers-using-python,Free / Paid,IBM Team,3.9,426634,50,Advanced
Data Structures in C,Coursera,data-structures-in-c,Free / Paid,Industry Expert,4.52173913,69,42,Advanced
Data Structures and Performance,Coursera,data-structures-optimizing-performance,Free / Paid,Meta AI,4.767721801,2243,58,Advanced
Online Course,Coursera,data-tidying-importing-r,Free / Paid,Industry Expert,3.6,245759,53,Advanced
Online Course,Coursera,data-to-advance-population-health,Free / Paid,Meta AI,4.2,418412,23,Intermediate
Online Course,Coursera,data-to-decisions-patterns,Free / Paid,Jose Portilla,4.5,56719,15,Intermediate
Online Course,Coursera,data-to-decisions-predictions,Free / Paid,Microsoft Learn,4.6,461886,54,Advanced
From Data to Decisions: Getting Started with AI,Coursera,data-to-decisions-start,Free / Paid,IBM Team,4.230769231,13,18,Intermediate
Data Transformation in the Cloud,Coursera,data-transformation-in-the-cloud,Free / Paid,Jose Portilla,4.518518519,27,5,Beginner
Online Course,Coursera,data-understanding-and-visualization,Free / Paid,University Faculty,3.5,200067,52,Advanced
Data and Urban Governance,Coursera,data-urban-governance,Free / Paid,Microsoft Learn,4.66,50,5,Beginner
Online Course,Coursera,data-validation-in-excel-for-beginners,Free / Paid,DeepLearning.AI,4.5,13618,12,Intermediate
Data Management and Visualization,Coursera,data-visualization,Free / Paid,Jose Portilla,4.418875928,943,16,Intermediate
Data Visualization and Reporting with Generative AI,Coursera,data-visualization-and-reporting-with-generative-ai,Free / Paid,Jose Portilla,4.714285714,14,54,Advanced
Data Visualization Best Practices,Coursera,data-visualization-best-practices,Free / Paid,DeepLearning.AI,3.9,20,36,Advanced
Online Course,Coursera,data-visualization-capstone,Free / Paid,University Faculty,4.8,88254,15,Intermediate
Data Visualization and Dashboards with Excel and Cognos,Coursera,data-visualization-dashboards-excel-cognos,Free / Paid,University Faculty,4.698571105,4409,57,Advanced
Data Visualization for Genome Biology,Coursera,data-visualization-for-genome-biology,Free / Paid,Meta AI,4.75,24,25,Intermediate
Online Course,Coursera,data-visualization-fundamentals,Free / Paid,Andrew Ng,4.1,399085,42,Advanced
Online Course,Coursera,data-visualization-fundamentals-in-python,Free / Paid,Industry Expert,3.5,164804,49,Advanced
Online Course,Coursera,data-visualization-manipolazione-tableau,Free / Paid,Jose Portilla,3.6,414552,22,Intermediate
Online Course,Coursera,data-visualization-python,Free / Paid,University Faculty,3.8,17666,35,Advanced
Data Visualization with R,Coursera,data-visualization-r,Free / Paid,Google Cloud,4.63670412,267,60,Advanced
Online Course,Coursera,data-visualization-science-communication,Free / Paid,IBM Team,4.3,274822,49,Advanced
Fundamentals of Visualization with Tableau,Coursera,data-visualization-tableau,Free / Paid,Industry Expert,4.510273466,6765,30,Intermediate
Data Visualization and Transformation with R,Coursera,data-visualization-transformation-r,Free / Paid,Andrew Ng,4.8,20,29,Intermediate
Online Course,Coursera,data-visualization-with-tableau,Free / Paid,IBM Team,4.8,438193,33,Advanced
Online Course,Coursera,data-visualization-with-tableau-and-microsoft-excel,Free / Paid,Meta AI,3.9,438769,15,Intermediate
Online Course,Coursera,data-visualization-with-tableau-public,Free / Paid,Google Cloud,4.2,268563,30,Intermediate
Publishing Visualizations in R with Shiny and flexdashboard,Coursera,data-viz-shiny-dashboards,Free / Paid,University Faculty,4.871428571,70,46,Advanced
Online Course,Coursera,data-viz-using-tableau-presenting-with-storytelling,Free / Paid,Google Cloud,4,206712,5,Beginner
Modern Data Warehouse Analytics in Microsoft Azure,Coursera,data-warehouse-analytics-microsoft-azure,Free / Paid,DeepLearning.AI,4.465116279,129,31,Advanced
Design and Build a Data Warehouse for Business Intelligence Implementation,Coursera,data-warehouse-bi-building,Free / Paid,Jose Portilla,4.612244898,294,27,Intermediate
Data Warehouse Fundamentals,Coursera,data-warehouse-fundamentals,Free / Paid,Andrew Ng,4.505976096,251,34,Advanced
Online Course,Coursera,data-warehousing-and-integration-part-1,Free / Paid,DeepLearning.AI,4.7,350324,8,Beginner
Online Course,Coursera,data-warehousing-and-integration-part-2,Free / Paid,University Faculty,3.9,185021,48,Advanced
Data Warehousing and Business Intelligence,Coursera,data-warehousing-business-intelligence,Free / Paid,DeepLearning.AI,4.550387597,129,8,Beginner
Online Course,Coursera,data-warehousing-capstone-project,Free / Paid,DeepLearning.AI,5,369749,14,Intermediate
Online Course,Coursera,data-warehousing-essentials-for-analytics-and-ai-support,Free / Paid,Industry Expert,4.3,365855,34,Advanced
Online Course,Coursera,data-warehousing-pipeline-development-microsoft-fabric,Free / Paid,Google Cloud,4.6,80992,20,Intermediate
"Data Warehousing: Schema, ETL, Optimal Performance",Coursera,data-warehousing-schema-etl-optimal-performance,Free / Paid,Google Cloud,4.111111111,18,10,Beginner
"Data â What It Is, What We Can Do With It",Coursera,data-what-it-is-what-can-we-do-with-it,Free / Paid,Meta AI,4.601092896,183,37,Advanced
SQL Problem Solving,Coursera,data-wrangling-analysis-abtesting,Free / Paid,Industry Expert,4.571428571,14,24,Intermediate
Online Course,Coursera,data-wrangling-with-mongodb,Free / Paid,Andrew Ng,3.9,284800,5,Beginner
Online Course,Coursera,data-wrangling-with-python-project,Free / Paid,University Faculty,4,322335,34,Advanced
Building Database Applications in PHP,Coursera,database-applications-php,Free / Paid,Meta AI,4.847566575,1089,5,Beginner
Online Course,Coursera,database-architecture-scale-nosql-elasticsearch-postgresql,Free / Paid,Meta AI,4.6,305015,38,Advanced
Database Clients,Coursera,database-clients,Free / Paid,Meta AI,4.378947368,95,57,Advanced
Online Course,Coursera,database-design-and-operational-business-intelligence,Free / Paid,Google Cloud,4.9,243199,58,Advanced
Database Design and Basic SQL in PostgreSQL,Coursera,database-design-postgresql,Free / Paid,Google Cloud,4.792160438,1097,41,Advanced
Online Course,Coursera,database-engineer-capstone,Free / Paid,IBM Team,4.9,296630,9,Beginner
Database Essentials and Vulnerabilities,Coursera,database-essentials-and-vulnerabilities,Free / Paid,Industry Expert,4.706896552,58,21,Intermediate
Database Integration and Management,Coursera,database-integration-and-management,Free / Paid,Google Cloud,4.866666667,15,22,Intermediate
Database Management Essentials,Coursera,database-management,Free / Paid,DeepLearning.AI,4.575455079,3406,8,Beginner
Database Management with Java and SQL,Coursera,database-management-with-java-and-sql,Free / Paid,IBM Team,4.342857143,35,36,Advanced
Database Structures and Management with MySQL,Coursera,database-structures-and-management-with-mysql,Free / Paid,Andrew Ng,4.776576577,555,33,Advanced
Online Course,Coursera,database-to-ai-practical-data-analytics-integration,Free / Paid,Meta AI,4.8,428174,24,Intermediate
Online Course,Coursera,databricks-machine-learning-fundamentals,Free / Paid,Microsoft Learn,4.7,283948,38,Advanced
Online Course,Coursera,databricks-mosaic-ai,Free / Paid,Jose Portilla,4.9,159581,31,Advanced
Databricks to Local LLMs,Coursera,databricks-to-local-llms,Free / Paid,Andrew Ng,4.1,10,45,Advanced
Online Course,Coursera,datadog-for-beginners-monitoring-made-simple,Free / Paid,IBM Team,3.8,15684,27,Intermediate
Online Course,Coursera,datadog-performance-monitoring-and-apm-for-cloud-environmen,Free / Paid,Google Cloud,4.1,238406,32,Advanced
Online Course,Coursera,dataplex-google-cloud,Free / Paid,Meta AI,3.7,192614,7,Beginner
Online Course,Coursera,dataprep-for-h2o-driverless-ai,Free / Paid,Google Cloud,4.3,106766,30,Intermediate
Online Course,Coursera,datasci-capstone,Free / Paid,Microsoft Learn,4.6,497628,12,Intermediate
Data Science Math Skills,Coursera,datasciencemathskills,Free / Paid,Microsoft Learn,4.543739412,12986,13,Intermediate
Online Course,Coursera,datascimed,Free / Paid,Jose Portilla,3.7,334326,39,Advanced
Online Course,Coursera,datavisualization,Free / Paid,Andrew Ng,4.5,10882,56,Advanced
Creating Dashboards and Storytelling with Tableau,Coursera,dataviz-dashboards,Free / Paid,Jose Portilla,4.636882129,1052,45,Advanced
Online Course,Coursera,dataviz-dashboards-ko,Free / Paid,Industry Expert,4.8,156356,26,Intermediate
Essential Design Principles for Tableau,Coursera,dataviz-design,Free / Paid,Meta AI,4.445912873,2043,50,Advanced
Data Visualization with Tableau Project,Coursera,dataviz-project,Free / Paid,Andrew Ng,4.642123288,584,24,Intermediate
Visual Analytics with Tableau,Coursera,dataviz-visual-analytics,Free / Paid,Industry Expert,4.559504577,1857,50,Advanced
Online Course,Coursera,daten-analysieren-um-fragen-zu-beantworten,Free / Paid,Jose Portilla,4.4,49563,35,Advanced
Online Course,Coursera,daten-bereinigen,Free / Paid,Meta AI,4.4,55359,46,Advanced
Online Course,Coursera,daten-fur-die-erkundung-vorbereiten,Free / Paid,DeepLearning.AI,3.8,238673,27,Intermediate
Online Course,Coursera,daten-uber-visualisierungen-teilen,Free / Paid,DeepLearning.AI,3.6,116073,32,Advanced
Online Course,Coursera,datos-no-tradicionales-en-repositorios-nosql,Free / Paid,University Faculty,4.5,350121,55,Advanced
Datos para Avanzar en la Salud Poblacional,Coursera,datos-para-avanzar-la-salud-poblacion-perspectivas-globales,Free / Paid,Jose Portilla,4.704225352,71,48,Advanced
Online Course,Coursera,davinci-resolve-15-tips-from-a-pro-colorist,Free / Paid,University Faculty,4.5,128251,17,Intermediate
Online Course,Coursera,davinci-resolve-19-masterclass-advanced-effects--exporting,Free / Paid,Google Cloud,4.7,97751,42,Advanced
Online Course,Coursera,davinci-resolve-19-masterclass-audio--visual-polish,Free / Paid,Meta AI,4.8,103533,40,Advanced
DaVinci Resolve 19 Masterclass: Video Editing Basics,Coursera,davinci-resolve-19-masterclass-video-editing-basics,Free / Paid,DeepLearning.AI,4.2,20,9,Beginner
DDoS Attacks and Defenses,Coursera,ddos-attacks-and-defense,Free / Paid,IBM Team,4.488372093,172,41,Advanced
Online Course,Coursera,de-curtidas-a-leads-como-interagir-com-os-clientes-on-line,Free / Paid,DeepLearning.AI,4.4,41443,31,Advanced
De la comunicaciÃ³n a la neurocomunicaciÃ³n,Coursera,de-la-comunicacion-a-la-neurocomunicacion,Free / Paid,Industry Expert,4.416666667,12,52,Advanced
Online Course,Coursera,de-la-idea-al-xito-metodologas-de-emprendimiento,Free / Paid,Andrew Ng,4.4,240036,7,Beginner
Online Course,Coursera,de-me-gusta-a-leads-interactua-con-las-y-los-clientes-en-linea,Free / Paid,University Faculty,4.5,129593,32,Advanced
American Deaf Culture,Coursera,deaf-culture,Free / Paid,IBM Team,4.533163265,392,37,Advanced
Online Course,Coursera,dealing-with-external-stakeholders-in-a-diverse-environment,Free / Paid,Microsoft Learn,5,427059,31,Advanced
Online Course,Coursera,debiz-exam-deb-110-data-ethics-business-professionals-cnx0014,Free / Paid,Meta AI,4.7,245619,47,Advanced
Online Course,Coursera,debug-and-perfect-your-no-code-apps,Free / Paid,IBM Team,3.7,476538,27,Intermediate
Online Course,Coursera,debugging-hunting-and-squashing-bugs,Free / Paid,IBM Team,3.8,305497,24,Intermediate
Online Course,Coursera,debugging-in-swift,Free / Paid,Meta AI,4.1,58267,38,Advanced
Online Course,Coursera,debut-du-processus-d-conception-ux-empathie-definition-et-formulation-idees,Free / Paid,IBM Team,4.7,161761,6,Beginner
Decentralized Applications (Dapps),Coursera,decentralized-apps-on-blockchain,Free / Paid,IBM Team,4.488255034,1192,58,Advanced
Online Course,Coursera,decentralized-exchange-protocols-platforms,Free / Paid,IBM Team,4.8,351078,33,Advanced
Online Course,Coursera,decentralized-finance-deep-dive-duke,Free / Paid,Jose Portilla,4.9,60264,8,Beginner
Online Course,Coursera,decentralized-finance-defi-essentials-foundations,Free / Paid,Google Cloud,3.8,182534,53,Advanced
Decentralized Finance (DeFi) Infrastructure,Coursera,decentralized-finance-infrastructure-duke,Free / Paid,Industry Expert,4.78381877,1545,48,Advanced
Decentralized Finance (DeFi) Opportunities and Risks,Coursera,decentralized-finance-opportunities-and-risk-duke,Free / Paid,Meta AI,4.871720117,343,22,Intermediate
Decentralized Finance (DeFi) Primitives,Coursera,decentralized-finance-primitives-duke,Free / Paid,DeepLearning.AI,4.866090713,463,52,Advanced
Online Course,Coursera,deception-as-a-defense,Free / Paid,Microsoft Learn,4.1,486948,30,Intermediate
Data-driven Decision Making,Coursera,decision-making,Free / Paid,Microsoft Learn,4.597701149,6177,31,Advanced
Online Course,Coursera,decision-making-and-governance-of-natural-disaster-risk,Free / Paid,Google Cloud,3.6,54557,17,Intermediate
Decision-Making: Blending Art & Science,Coursera,decision-making-art-and-science,Free / Paid,Microsoft Learn,4.830769231,195,54,Advanced
Online Course,Coursera,decision-making-fia,Free / Paid,University Faculty,4,307541,8,Beginner
Online Course,Coursera,decision-making-for-leaders,Free / Paid,Jose Portilla,4.3,182259,51,Advanced
Decision Making - How to Choose the Right Problem to Solve,Coursera,decision-making-how-to-choose-the-right-problem-to-solve,Free / Paid,Meta AI,4.75,16,23,Intermediate
Online Course,Coursera,decision-making-in-dynamic-environments,Free / Paid,University Faculty,3.6,15949,60,Advanced
Online Course,Coursera,decisionmaking,Free / Paid,Microsoft Learn,4.3,202144,5,Beginner
"Decisions, Decisions: Dashboards and Reports",Coursera,decisions-decisions-dashboards-and-reports,Free / Paid,Google Cloud,4.806912096,1331,60,Advanced
Online Course,Coursera,decisoes-de-marketing-baseadas-em-dados,Free / Paid,University Faculty,4.9,9083,27,Intermediate
Decoding AI: A Deep Dive into AI Models and Predictions,Coursera,decoding-ai-deep-dive-ai-models-predictions,Free / Paid,DeepLearning.AI,4.904761905,21,7,Beginner
Online Course,Coursera,decoding-bfsi-key-segments-and-functions-in-finance,Free / Paid,Google Cloud,3.9,417106,26,Intermediate
Decoding Nutrition Labels,Coursera,decoding-nutrition-labels,Free / Paid,Andrew Ng,4.9,10,32,Advanced
Online Course,Coursera,decouvrir-cloud-spanner-fr,Free / Paid,Jose Portilla,4.3,49895,5,Beginner
Think Again II: How to Reason Deductively,Coursera,deductive-reasoning,Free / Paid,Meta AI,4.282238443,411,9,Beginner
Online Course,Coursera,deep-dive-into-cryptography,Free / Paid,Google Cloud,4.9,477531,44,Advanced
Online Course,Coursera,deep-excavations-and-support-system,Free / Paid,Meta AI,3.6,107143,40,Advanced
Online Course,Coursera,deep-learning-ann-python-build-optimize,Free / Paid,Jose Portilla,4.9,65546,14,Intermediate
Online Course,Coursera,deep-learning-build-optimize-neural-networks,Free / Paid,Google Cloud,4.3,414484,43,Advanced
Deep Learning for Business,Coursera,deep-learning-business,Free / Paid,IBM Team,4.416909621,686,27,Intermediate
Online Course,Coursera,deep-learning-computer-vision,Free / Paid,IBM Team,4.7,323103,52,Advanced
Online Course,Coursera,deep-learning-computer-vision-ko,Free / Paid,Industry Expert,4,134758,44,Advanced
Online Course,Coursera,deep-learning-del-concepto-a-la-prctica,Free / Paid,IBM Team,3.7,327601,26,Intermediate
Online Course,Coursera,deep-learning-essentials,Free / Paid,DeepLearning.AI,4.5,464824,33,Advanced
Online Course,Coursera,deep-learning-frameworks-and-neural-networks-simplified,Free / Paid,Industry Expert,3.7,301652,17,Intermediate
Deep Learning Methods for Healthcare,Coursera,deep-learning-methods-healthcare,Free / Paid,University Faculty,3.933333333,15,17,Intermediate
Online Course,Coursera,deep-learning-natural-language-processing,Free / Paid,Industry Expert,4.6,425760,46,Advanced
Deep Learning for Object Detection,Coursera,deep-learning-object-detection,Free / Paid,Jose Portilla,4.923076923,13,35,Advanced
Online Course,Coursera,deep-learning-r-build-predict-neural-networks,Free / Paid,IBM Team,3.5,323026,36,Advanced
Deep Learning and Reinforcement Learning,Coursera,deep-learning-reinforcement-learning,Free / Paid,Jose Portilla,4.566433566,286,31,Advanced
Online Course,Coursera,deep-learning-rnn-lstm-stock-price-prediction,Free / Paid,Meta AI,5,182845,22,Intermediate
Online Course,Coursera,deep-learning-tensorflow-build-neural-networks,Free / Paid,IBM Team,4.3,499226,43,Advanced
Online Course,Coursera,deep-learning-with-pytorch,Free / Paid,University Faculty,4.1,24845,8,Beginner
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Coursera,deep-neural-network,Free / Paid,Jose Portilla,4.867444644,63498,32,Advanced
Online Course,Coursera,deep-neural-network-ar,Free / Paid,IBM Team,4.3,223794,57,Advanced
Online Course,Coursera,deep-neural-network-fr,Free / Paid,IBM Team,4.5,325449,10,Beginner
Online Course,Coursera,deep-neural-network-ko,Free / Paid,Andrew Ng,4.5,246099,36,Advanced
Online Course,Coursera,deep-neural-network-ru,Free / Paid,Meta AI,4.7,275007,48,Advanced
Online Course,Coursera,deep-neural-networks-with-pytorch,Free / Paid,Google Cloud,5,37709,9,Beginner
Deep Time: Discovering an Ancient Earth,Coursera,deep-time-discovering-an-ancient-earth,Free / Paid,DeepLearning.AI,4.818181818,22,43,Advanced
Online Course,Coursera,deepseek-essentials-from-foundations-to-real-world-use,Free / Paid,Google Cloud,4.8,494716,26,Intermediate
Online Course,Coursera,deepseek-r1-for-ai-marketing-and-business-strategy,Free / Paid,Google Cloud,4.3,442426,32,Advanced
Online Course,Coursera,defending-against-ai-driven-phishing-and-social-engineering,Free / Paid,Google Cloud,3.9,57509,60,Advanced
Defensive Python,Coursera,defensive-python,Free / Paid,Meta AI,4.555555556,36,19,Intermediate
DefiniciÃ³n y MediciÃ³n,Coursera,definicin-y-medicin,Free / Paid,IBM Team,4.832460733,191,23,Intermediate
"Defining, Describing, and Visualizing Data",Coursera,defining-describing-and-visualizing-data,Free / Paid,IBM Team,4.307692308,13,57,Advanced
"Defining Diversity, Equity and Inclusion in Organizations",Coursera,defining-diversity-equity-and-inclusion-in-organizations,Free / Paid,University Faculty,4.814285714,210,14,Intermediate
Online Course,Coursera,defining-diversity-equity-and-inclusion-in-organizations-ko,Free / Paid,Meta AI,3.9,217588,19,Intermediate
Online Course,Coursera,defining-strategic-business-leadership,Free / Paid,Industry Expert,4.9,269392,17,Intermediate
Online Course,Coursera,delega-tareas-sin-sentir-que-pierdes-el-control,Free / Paid,Meta AI,3.7,387303,34,Advanced
Online Course,Coursera,delegating,Free / Paid,IBM Team,4.4,149674,32,Advanced
Effectively delivering the news to your audience,Coursera,deliver-the-news,Free / Paid,University Faculty,4.777777778,315,49,Advanced
Delivering Quality Work with Agility,Coursera,delivering-quality-work-with-agility,Free / Paid,Jose Portilla,4.6025878,541,9,Beginner
Online Course,Coursera,delivering-results-with-remote-teams,Free / Paid,Meta AI,3.8,153103,59,Advanced
Delivery Problem,Coursera,delivery-problem,Free / Paid,Google Cloud,4.666666667,375,36,Advanced
Online Course,Coursera,dell-customer-service-for-tech-support-specialists,Free / Paid,Meta AI,3.6,384122,17,Intermediate
Dell Technologies Technical Support for Hardware,Coursera,dell-hardware-tech-support,Free / Paid,IBM Team,4.944444444,18,7,Beginner
Online Course,Coursera,dell-tech-support-career-intro,Free / Paid,Industry Expert,4.8,331355,60,Advanced
Online Course,Coursera,dell-technical-support-for-networking-and-security,Free / Paid,Jose Portilla,3.6,56335,33,Advanced
Dell Technologies Technical Support for Software,Coursera,dell-technical-support-for-software,Free / Paid,Jose Portilla,5,10,51,Advanced
Online Course,Coursera,dell-technologies-becoming-an-effective-seller,Free / Paid,IBM Team,4.7,385890,59,Advanced
Online Course,Coursera,dell-technologies-closing-the-deal,Free / Paid,University Faculty,4.2,121567,60,Advanced
